user_id,session_id,ui_version,time_spent_seconds,page_clicks,scroll_depth,datetime
354,354_2774,Old,330,7,0.45,2025-06-15 14:33:01
354,354_9131,Old,242,5,0.46,2025-06-07 04:52:54
355,355_4034,Old,250,3,0.65,2025-06-20 13:25:12
355,355_8535,New,309,4,0.68,2025-06-09 19:44:04
355,355_2620,Old,172,6,0.68,2025-06-17 09:06:19
355,355_6761,New,346,0,0.87,2025-06-27 08:34:48
356,356_7831,New,259,6,0.71,2025-06-06 07:13:45
356,356_3517,New,279,8,0.61,2025-06-10 02:14:20
356,356_6892,New,247,6,0.69,2025-06-17 09:13:36
357,357_1834,New,199,7,0.64,2025-06-02 20:19:57
357,357_9498,Old,151,5,0.69,2025-06-04 17:56:57
358,358_3562,Old,246,8,0.66,2025-06-05 19:50:21
358,358_6894,New,260,6,0.77,2025-06-07 00:07:06
358,358_9053,New,290,3,0.89,2025-06-04 07:04:51
358,358_1498,New,267,5,0.87,2025-06-18 05:25:53
359,359_7764,Old,307,5,0.62,2025-06-12 03:35:18
360,360_4577,Old,120,6,0.69,2025-06-29 03:28:33
360,360_8895,New,294,6,0.8,2025-06-15 04:40:30
360,360_5039,New,323,4,0.68,2025-06-25 16:27:34
361,361_4599,New,217,9,0.87,2025-06-02 12:24:55
361,361_4177,Old,255,6,0.68,2025-06-04 08:22:51
361,361_6450,Old,153,3,0.52,2025-06-28 00:37:30
361,361_3977,New,271,7,0.82,2025-06-04 15:37:43
362,362_9661,Old,163,1,0.67,2025-06-23 17:15:14
363,363_3355,Old,205,6,0.41,2025-06-04 21:59:04
364,364_5722,New,279,11,0.86,2025-06-27 00:44:41
364,364_1061,New,194,6,0.66,2025-06-03 17:38:23
365,365_6631,Old,193,4,0.61,2025-06-10 23:08:41
365,365_8851,Old,231,11,0.51,2025-06-01 00:56:47
365,365_2064,Old,150,1,0.44,2025-06-25 10:58:49
366,366_2568,New,166,7,0.86,2025-06-05 13:35:01
366,366_4342,New,205,6,0.76,2025-06-05 04:50:27
366,366_7854,Old,184,2,0.55,2025-06-30 06:02:27
367,367_3006,Old,227,5,0.54,2025-06-22 03:45:55
367,367_5055,New,309,1,0.9,2025-06-20 18:18:47
368,368_6007,Old,232,3,0.67,2025-06-20 19:32:35
368,368_6408,New,256,6,0.89,2025-06-04 06:27:43
369,369_7450,New,241,7,0.69,2025-06-21 19:52:00
369,369_4550,New,323,5,0.8,2025-06-26 19:58:19
369,369_9737,Old,223,5,0.6,2025-06-09 01:25:27
370,370_6104,Old,206,5,0.46,2025-06-04 17:04:13
370,370_9191,New,271,9,0.78,2025-06-26 16:13:09
370,370_4079,New,265,5,0.66,2025-06-24 03:28:32
371,371_8588,Old,257,6,0.67,2025-06-08 17:42:02
371,371_4781,Old,194,4,0.48,2025-06-27 01:07:17
371,371_1703,Old,256,3,0.61,2025-06-23 01:54:14
371,371_8222,Old,214,2,0.52,2025-06-30 07:08:53
372,372_9368,Old,162,6,0.45,2025-06-01 23:39:29
372,372_6082,New,286,10,0.71,2025-06-13 09:31:51
372,372_5856,Old,173,7,0.44,2025-06-08 04:46:15
372,372_7265,New,201,3,0.78,2025-06-16 15:19:55
373,373_5029,Old,183,5,0.4,2025-06-18 07:48:10
373,373_9168,Old,122,4,0.43,2025-06-09 17:37:59
374,374_6311,Old,202,7,0.51,2025-06-14 12:40:36
374,374_6200,New,270,4,0.73,2025-06-08 10:47:46
374,374_3818,New,219,6,0.71,2025-06-17 14:58:54
374,374_3059,Old,246,6,0.48,2025-06-11 20:22:14
375,375_5091,Old,212,1,0.46,2025-06-28 14:45:11
376,376_1386,New,257,3,0.67,2025-06-15 23:58:04
376,376_2999,Old,166,6,0.51,2025-06-06 00:28:36
376,376_5885,New,249,7,0.9,2025-06-19 10:06:44
376,376_4069,New,281,6,0.85,2025-06-22 12:18:44
377,377_6817,Old,190,7,0.6,2025-06-05 20:23:26
377,377_1362,New,362,7,0.74,2025-06-03 15:41:53
377,377_8803,New,275,7,0.64,2025-06-20 22:00:18
377,377_6153,Old,284,2,0.66,2025-06-07 06:07:35
378,378_2820,New,257,3,0.73,2025-06-10 12:32:13
379,379_9461,New,240,4,0.64,2025-06-12 20:31:56
379,379_6942,Old,246,4,0.61,2025-06-10 19:47:42
380,380_1371,New,209,7,0.72,2025-06-24 02:05:57
381,381_4411,New,322,7,0.74,2025-06-29 09:51:26
381,381_8040,New,196,6,0.78,2025-06-17 14:19:17
381,381_4830,Old,284,7,0.64,2025-06-19 11:17:35
381,381_5800,New,362,7,0.78,2025-06-18 17:19:58
382,382_5150,Old,247,2,0.49,2025-06-26 17:43:43
382,382_6458,New,306,8,0.86,2025-06-04 20:43:50
383,383_9490,Old,250,7,0.67,2025-06-29 23:33:21
383,383_5857,New,163,3,0.82,2025-06-25 06:24:54
383,383_8662,Old,253,8,0.45,2025-06-20 03:42:33
383,383_9221,Old,202,5,0.65,2025-06-15 17:10:50
384,384_3011,Old,213,3,0.41,2025-06-10 12:45:53
385,385_8025,New,246,2,0.83,2025-06-23 22:25:09
386,386_5383,Old,213,9,0.52,2025-06-01 09:16:51
386,386_5127,New,352,4,0.84,2025-06-08 03:07:44
386,386_7473,New,234,6,0.69,2025-06-19 09:17:25
386,386_5923,New,320,2,0.87,2025-06-27 04:25:31
387,387_5352,New,200,3,0.76,2025-06-25 11:40:59
387,387_1600,Old,221,4,0.5,2025-06-29 00:44:10
387,387_4307,Old,140,8,0.44,2025-06-26 19:10:05
388,388_4526,New,191,4,0.6,2025-06-22 11:57:04
388,388_8323,New,327,6,0.83,2025-06-14 03:13:12
388,388_8490,New,154,3,0.81,2025-06-20 15:37:18
389,389_7099,New,342,11,0.65,2025-06-21 12:10:31
390,390_7193,Old,224,9,0.43,2025-06-07 12:03:10
391,391_2772,Old,170,3,0.4,2025-06-11 19:47:00
391,391_3410,New,240,6,0.82,2025-06-05 14:23:59
391,391_4247,New,200,3,0.74,2025-06-30 03:44:17
392,392_6931,Old,184,6,0.61,2025-06-15 20:02:12
392,392_9261,Old,268,7,0.43,2025-06-27 22:24:47
392,392_7618,New,288,4,0.84,2025-06-04 01:57:54
393,393_3665,New,231,4,0.65,2025-06-18 14:37:33
393,393_8583,New,229,8,0.84,2025-06-17 15:55:44
393,393_1375,New,313,4,0.62,2025-06-25 14:40:08
393,393_8446,New,169,9,0.6,2025-06-29 14:58:39
394,394_3568,New,205,6,0.84,2025-06-23 09:09:39
394,394_4220,Old,357,8,0.47,2025-06-28 12:53:32
394,394_1375,Old,176,5,0.41,2025-06-30 19:14:18
394,394_1267,New,231,4,0.61,2025-06-23 03:15:09
395,395_7023,Old,252,3,0.52,2025-06-23 11:55:25
395,395_6444,New,295,6,0.63,2025-06-04 04:38:07
395,395_4085,Old,236,2,0.44,2025-06-12 18:04:26
396,396_6684,New,226,3,0.64,2025-06-02 10:09:00
396,396_6152,New,246,9,0.73,2025-06-04 05:02:45
396,396_9389,New,163,1,0.76,2025-06-09 13:01:29
396,396_8943,Old,207,5,0.45,2025-06-22 17:14:15
397,397_1629,Old,182,5,0.44,2025-06-16 08:06:34
397,397_2505,Old,224,7,0.65,2025-06-20 11:36:07
397,397_3553,Old,292,6,0.49,2025-06-02 15:31:31
397,397_7304,Old,127,3,0.64,2025-06-30 15:40:25
398,398_3589,Old,145,7,0.48,2025-06-23 03:09:42
398,398_4857,New,331,10,0.88,2025-06-03 23:55:23
399,399_9081,Old,200,5,0.56,2025-06-11 18:34:49
399,399_6448,New,151,4,0.69,2025-06-13 20:31:47
399,399_7098,New,312,5,0.65,2025-06-01 20:43:28
399,399_1713,New,379,9,0.66,2025-06-17 19:30:34
400,400_9291,New,246,8,0.76,2025-06-07 05:19:44
401,401_5925,New,281,5,0.63,2025-06-11 01:55:02
401,401_2002,New,213,7,0.6,2025-06-27 05:44:07
401,401_4600,Old,232,5,0.4,2025-06-09 13:42:54
401,401_6166,New,163,5,0.73,2025-06-18 08:05:40
402,402_8973,Old,296,4,0.53,2025-06-06 17:08:37
402,402_3614,New,325,9,0.68,2025-06-23 14:22:10
402,402_3581,New,270,16,0.79,2025-06-17 09:35:46
402,402_2842,New,200,2,0.7,2025-06-19 04:43:24
403,403_1590,Old,219,3,0.54,2025-06-25 13:37:53
403,403_8975,New,192,3,0.78,2025-06-17 16:15:57
403,403_7437,Old,187,2,0.66,2025-06-29 14:46:46
404,404_2896,New,213,4,0.71,2025-06-04 03:28:25
405,405_8837,New,261,7,0.83,2025-06-01 15:43:38
405,405_8177,New,309,4,0.87,2025-06-18 10:17:11
405,405_3118,New,365,9,0.71,2025-06-24 12:09:47
405,405_3288,Old,263,6,0.49,2025-06-11 04:02:57
406,406_1413,Old,234,6,0.65,2025-06-15 17:23:45
406,406_2941,Old,168,2,0.69,2025-06-14 02:14:03
406,406_6656,New,297,5,0.87,2025-06-08 09:28:50
406,406_6852,Old,247,9,0.6,2025-06-23 16:37:26
407,407_1954,Old,173,4,0.69,2025-06-28 14:16:32
407,407_9734,Old,294,5,0.55,2025-06-20 15:11:13
408,408_7369,New,255,12,0.82,2025-06-24 01:52:24
408,408_7264,Old,124,4,0.69,2025-06-28 13:59:50
408,408_3758,New,372,2,0.76,2025-06-29 10:54:20
408,408_6666,Old,207,3,0.57,2025-06-23 14:56:00
409,409_9849,New,280,10,0.62,2025-06-29 00:57:50
409,409_7900,Old,167,4,0.55,2025-06-10 08:47:23
409,409_3256,Old,148,4,0.64,2025-06-16 01:10:01
409,409_5517,New,276,10,0.7,2025-06-22 19:41:27
410,410_4403,Old,291,5,0.53,2025-06-20 22:27:43
410,410_5789,Old,233,3,0.52,2025-06-08 07:35:40
411,411_4097,New,274,6,0.79,2025-06-25 03:44:48
411,411_4051,New,194,9,0.73,2025-06-11 01:30:13
411,411_8028,New,342,6,0.78,2025-06-16 11:10:00
412,412_3846,Old,160,2,0.49,2025-06-23 16:42:59
412,412_1684,New,285,7,0.84,2025-06-21 06:12:35
412,412_8902,New,303,7,0.71,2025-06-20 03:50:31
412,412_7230,New,121,9,0.75,2025-06-21 21:22:42
413,413_5426,Old,176,2,0.65,2025-06-13 17:51:50
413,413_8349,Old,228,7,0.59,2025-06-03 10:06:36
414,414_6176,New,356,9,0.87,2025-06-07 17:19:16
415,415_4114,Old,117,4,0.44,2025-06-03 14:08:40
415,415_5552,New,225,6,0.62,2025-06-28 10:35:20
415,415_5835,New,205,10,0.65,2025-06-11 13:16:26
416,416_9657,New,250,4,0.82,2025-06-13 04:58:45
417,417_9172,Old,258,6,0.66,2025-06-10 12:46:46
418,418_9220,Old,245,7,0.47,2025-06-10 18:47:07
418,418_3607,Old,153,6,0.58,2025-06-15 03:00:42
419,419_8899,New,293,6,0.83,2025-06-10 20:57:39
419,419_4089,New,306,5,0.8,2025-06-03 22:02:43
419,419_1414,Old,263,2,0.67,2025-06-29 06:42:06
419,419_7383,New,315,8,0.68,2025-06-09 20:30:19
420,420_6691,Old,257,6,0.43,2025-06-19 19:33:10
420,420_8110,Old,228,9,0.51,2025-06-06 16:07:54
421,421_6027,Old,106,4,0.65,2025-06-19 10:30:17
421,421_2210,Old,293,6,0.6,2025-06-03 01:32:37
422,422_5398,Old,234,4,0.49,2025-06-21 01:13:52
422,422_6748,New,171,7,0.81,2025-06-22 03:20:06
423,423_3233,Old,264,4,0.52,2025-06-24 08:19:49
423,423_3339,New,271,5,0.78,2025-06-23 16:07:23
424,424_3600,Old,177,4,0.6,2025-06-15 10:29:48
424,424_1205,New,245,9,0.76,2025-06-18 17:49:27
424,424_3298,New,241,9,0.86,2025-06-15 14:29:26
425,425_3183,New,213,5,0.89,2025-06-21 07:28:07
425,425_4370,New,291,6,0.7,2025-06-21 06:17:12
425,425_8454,New,369,6,0.75,2025-06-02 18:28:33
425,425_6499,New,340,11,0.75,2025-06-03 23:55:30
426,426_5012,New,363,4,0.64,2025-06-22 11:03:22
427,427_6776,New,274,4,0.76,2025-06-25 09:27:06
428,428_9677,New,338,7,0.78,2025-06-28 23:06:57
428,428_3155,Old,246,4,0.59,2025-06-12 21:01:46
428,428_8169,New,351,9,0.79,2025-06-23 20:15:33
428,428_4331,Old,215,4,0.49,2025-06-03 08:21:23
429,429_5770,New,220,5,0.9,2025-06-10 00:28:52
430,430_6945,New,275,13,0.6,2025-06-09 00:49:02
430,430_9022,New,189,5,0.71,2025-06-01 16:37:33
430,430_3193,New,283,5,0.8,2025-06-01 02:37:09
430,430_7068,New,262,6,0.77,2025-06-26 10:21:08
431,431_9053,Old,244,4,0.55,2025-06-16 16:01:16
432,432_7548,New,216,7,0.71,2025-06-17 06:15:17
432,432_5443,New,271,5,0.87,2025-06-30 17:42:07
433,433_1823,Old,217,3,0.49,2025-06-02 08:01:39
434,434_1949,New,309,6,0.73,2025-06-21 04:11:08
434,434_2455,New,337,5,0.62,2025-06-10 18:15:01
434,434_8496,Old,308,4,0.6,2025-06-15 21:46:48
434,434_2781,New,291,2,0.89,2025-06-04 08:07:49
435,435_2157,New,281,7,0.62,2025-06-07 03:23:39
435,435_4569,Old,314,4,0.56,2025-06-27 23:31:34
435,435_1825,Old,214,5,0.65,2025-06-17 16:24:03
435,435_1381,New,229,5,0.63,2025-06-29 07:13:09
436,436_3284,Old,214,6,0.42,2025-06-29 18:07:43
436,436_7927,New,221,4,0.69,2025-06-20 11:46:46
436,436_6171,New,261,4,0.74,2025-06-22 04:40:30
436,436_1978,New,259,9,0.68,2025-06-06 07:47:30
437,437_6253,Old,244,5,0.44,2025-06-21 09:07:44
437,437_8184,New,271,7,0.69,2025-06-02 12:07:57
437,437_4598,Old,216,3,0.61,2025-06-28 05:27:21
437,437_6916,New,235,6,0.76,2025-06-10 03:45:55
438,438_7013,Old,157,4,0.57,2025-06-29 06:27:15
438,438_1981,New,178,2,0.7,2025-06-02 08:02:39
438,438_8548,New,213,6,0.76,2025-06-08 11:22:37
438,438_2985,New,331,6,0.66,2025-06-29 17:06:41
439,439_9632,New,197,9,0.8,2025-06-13 17:53:34
439,439_6520,Old,268,6,0.49,2025-06-01 04:15:09
439,439_6479,New,209,6,0.8,2025-06-03 03:55:05
440,440_9964,New,225,5,0.87,2025-06-07 13:50:13
440,440_4439,Old,281,7,0.68,2025-06-06 16:53:53
440,440_4376,Old,309,5,0.59,2025-06-02 20:36:48
441,441_6364,Old,163,3,0.54,2025-06-02 08:25:28
442,442_8592,Old,184,8,0.69,2025-06-10 17:42:36
442,442_2305,New,207,6,0.82,2025-06-14 22:06:54
442,442_4898,New,296,6,0.87,2025-06-04 10:23:50
442,442_2671,Old,196,5,0.51,2025-06-21 11:16:23
443,443_8101,New,191,8,0.85,2025-06-08 10:00:29
444,444_8798,Old,285,6,0.58,2025-06-11 00:06:45
444,444_6272,Old,184,6,0.69,2025-06-07 15:00:12
444,444_7733,New,261,6,0.81,2025-06-03 00:59:20
444,444_8371,Old,232,4,0.42,2025-06-06 03:12:55
445,445_9897,New,337,6,0.76,2025-06-14 21:29:55
445,445_1097,New,273,4,0.86,2025-06-08 03:39:13
445,445_5518,Old,168,6,0.41,2025-06-04 11:41:17
445,445_5815,New,248,7,0.81,2025-06-02 07:30:13
446,446_9928,New,352,4,0.75,2025-06-15 01:51:30
446,446_6830,Old,289,4,0.68,2025-06-17 16:57:33
446,446_5682,New,222,5,0.83,2025-06-16 18:24:37
447,447_6073,Old,273,2,0.47,2025-06-02 21:22:47
447,447_7315,Old,105,3,0.46,2025-06-03 01:59:41
447,447_4685,Old,165,7,0.7,2025-06-17 08:41:45
448,448_9444,New,233,7,0.86,2025-06-12 02:08:51
448,448_1862,New,242,6,0.74,2025-06-16 16:26:15
449,449_4086,Old,195,6,0.58,2025-06-11 20:09:19
449,449_7172,Old,165,3,0.58,2025-06-28 00:15:10
449,449_8354,Old,248,2,0.43,2025-06-12 10:24:30
450,450_6617,New,243,4,0.81,2025-06-12 13:09:01
450,450_6921,New,201,1,0.74,2025-06-19 15:47:30
451,451_9775,New,205,8,0.83,2025-06-26 08:09:50
451,451_5074,New,364,6,0.87,2025-06-05 17:50:29
452,452_3106,Old,139,4,0.66,2025-06-06 17:44:51
452,452_3348,Old,88,5,0.48,2025-06-22 01:07:18
453,453_3640,Old,237,3,0.6,2025-06-14 07:50:15
453,453_8958,New,284,6,0.8,2025-06-29 23:42:45
454,454_6376,Old,229,5,0.54,2025-06-11 09:08:19
454,454_5321,Old,255,3,0.56,2025-06-17 11:56:56
455,455_1177,Old,199,3,0.61,2025-06-10 06:10:46
456,456_6392,New,222,7,0.85,2025-06-02 13:41:44
456,456_2688,New,215,6,0.86,2025-06-20 05:14:22
456,456_2486,New,245,4,0.69,2025-06-12 16:03:46
457,457_1399,New,206,7,0.62,2025-06-22 06:15:00
457,457_1449,Old,359,3,0.63,2025-06-28 22:50:24
458,458_1599,Old,260,5,0.44,2025-06-25 22:43:38
458,458_7191,Old,232,4,0.66,2025-06-19 00:41:59
458,458_7973,Old,166,7,0.59,2025-06-04 01:41:52
458,458_1716,New,378,5,0.72,2025-06-22 00:16:32
459,459_9709,New,274,4,0.61,2025-06-28 01:34:07
459,459_9973,Old,277,4,0.52,2025-06-26 02:06:37
459,459_9924,New,311,6,0.81,2025-06-27 17:49:27
460,460_8770,Old,301,4,0.5,2025-06-22 15:52:50
460,460_1142,New,268,5,0.8,2025-06-18 07:07:13
460,460_3369,Old,202,8,0.41,2025-06-06 04:40:54
461,461_9774,Old,262,4,0.61,2025-06-08 19:11:42
461,461_1637,New,195,10,0.87,2025-06-09 11:31:12
462,462_8073,New,182,5,0.72,2025-06-04 19:07:01
463,463_1724,New,363,5,0.66,2025-06-16 21:32:45
463,463_5494,Old,245,2,0.46,2025-06-04 21:46:22
464,464_3311,New,163,3,0.89,2025-06-12 21:50:15
465,465_7220,New,261,9,0.81,2025-06-25 20:34:47
465,465_2637,Old,271,5,0.55,2025-06-05 22:23:56
465,465_9361,Old,336,5,0.41,2025-06-30 19:06:53
465,465_3076,New,227,3,0.72,2025-06-26 05:16:55
466,466_6728,Old,209,2,0.6,2025-06-01 00:29:17
466,466_7705,New,261,8,0.7,2025-06-07 08:54:45
466,466_1148,Old,246,5,0.64,2025-06-24 16:41:58
467,467_5779,New,208,4,0.64,2025-06-28 06:04:23
467,467_2802,New,270,7,0.6,2025-06-12 07:14:58
467,467_7897,New,228,4,0.82,2025-06-03 12:50:20
467,467_1841,Old,174,2,0.54,2025-06-29 04:14:55
468,468_5526,Old,146,6,0.51,2025-06-15 10:42:35
469,469_5701,Old,209,5,0.56,2025-06-16 07:10:21
470,470_7798,Old,199,11,0.68,2025-06-26 11:46:12
470,470_6432,Old,207,6,0.44,2025-06-10 06:03:53
470,470_7104,New,275,7,0.64,2025-06-30 14:59:50
470,470_3329,New,263,2,0.83,2025-06-04 02:22:29
471,471_1749,New,315,8,0.89,2025-06-13 10:58:18
472,472_4816,New,256,10,0.78,2025-06-12 05:41:59
472,472_5089,Old,173,10,0.63,2025-06-17 13:09:36
472,472_7732,Old,253,7,0.64,2025-06-19 13:29:07
472,472_3953,New,265,6,0.72,2025-06-02 00:52:21
473,473_7524,Old,266,3,0.64,2025-06-12 03:04:28
473,473_2320,New,338,6,0.83,2025-06-17 14:55:05
473,473_3997,Old,271,4,0.55,2025-06-15 03:57:36
474,474_8476,Old,211,11,0.61,2025-06-27 17:42:01
474,474_6650,New,204,7,0.85,2025-06-04 09:09:24
474,474_3711,New,372,7,0.87,2025-06-22 01:37:10
474,474_6999,New,287,10,0.62,2025-06-20 04:24:28
475,475_4264,New,304,14,0.88,2025-06-03 01:51:19
475,475_1031,New,240,5,0.64,2025-06-13 17:47:41
475,475_9535,New,288,2,0.85,2025-06-16 03:15:22
476,476_4672,New,321,3,0.61,2025-06-13 17:56:18
476,476_3112,Old,227,1,0.58,2025-06-30 23:54:05
476,476_7171,Old,293,9,0.69,2025-06-14 03:53:09
476,476_8661,New,247,4,0.9,2025-06-15 15:28:21
477,477_1422,Old,179,2,0.53,2025-06-12 04:08:39
478,478_1746,Old,230,7,0.44,2025-06-18 11:28:26
478,478_9368,New,269,6,0.9,2025-06-21 03:03:56
478,478_6447,Old,237,5,0.56,2025-06-02 05:49:59
478,478_6689,New,277,5,0.6,2025-06-03 16:16:22
479,479_8702,New,274,3,0.67,2025-06-03 11:32:23
480,480_6473,New,286,7,0.62,2025-06-19 18:40:44
480,480_7622,New,310,4,0.65,2025-06-25 15:09:20
480,480_8679,Old,197,6,0.54,2025-06-20 19:58:33
480,480_9842,New,345,5,0.78,2025-06-21 06:19:48
481,481_4326,Old,217,10,0.57,2025-06-06 22:10:05
481,481_6078,Old,279,6,0.53,2025-06-06 16:40:48
481,481_9128,New,252,5,0.65,2025-06-14 05:53:41
481,481_8066,Old,208,6,0.65,2025-06-18 08:49:17
482,482_6351,New,250,5,0.63,2025-06-10 16:25:15
482,482_3272,New,281,4,0.75,2025-06-20 13:24:35
483,483_6387,Old,84,3,0.67,2025-06-28 23:13:25
484,484_2948,Old,262,5,0.66,2025-06-03 06:45:24
484,484_8003,Old,206,5,0.59,2025-06-15 14:39:13
485,485_3839,New,294,9,0.74,2025-06-21 07:58:54
486,486_8210,New,335,7,0.66,2025-06-20 14:03:25
486,486_9965,Old,273,3,0.46,2025-06-19 05:26:30
487,487_8873,Old,220,4,0.64,2025-06-20 06:24:56
487,487_2222,Old,275,4,0.44,2025-06-23 14:29:02
487,487_9262,Old,199,3,0.57,2025-06-07 12:01:01
488,488_6700,New,170,3,0.77,2025-06-01 21:23:06
488,488_4036,New,399,6,0.71,2025-06-10 15:44:58
488,488_7808,Old,179,3,0.69,2025-06-05 14:01:42
488,488_8617,New,286,1,0.87,2025-06-25 13:19:44
489,489_5369,Old,231,5,0.43,2025-06-06 15:41:30
490,490_1807,Old,265,6,0.62,2025-06-08 10:36:42
491,491_3966,New,300,4,0.86,2025-06-13 17:04:05
491,491_7856,Old,212,11,0.68,2025-06-10 23:51:09
491,491_2161,Old,216,6,0.52,2025-06-17 23:06:39
491,491_2144,New,303,4,0.85,2025-06-05 13:52:52
492,492_5723,Old,139,4,0.56,2025-06-22 02:38:55
493,493_4419,Old,220,3,0.55,2025-06-25 10:48:07
494,494_2369,New,248,8,0.67,2025-06-22 05:11:19
494,494_9464,Old,289,10,0.54,2025-06-16 18:54:56
495,495_2205,New,305,6,0.8,2025-06-05 21:11:21
496,496_9774,Old,306,6,0.41,2025-06-30 00:00:30
496,496_4913,New,166,4,0.86,2025-06-30 16:23:16
496,496_8243,Old,273,3,0.67,2025-06-03 02:15:32
497,497_1925,Old,293,4,0.6,2025-06-16 23:00:05
497,497_8201,Old,132,2,0.48,2025-06-02 15:44:04
497,497_8750,New,320,7,0.67,2025-06-07 05:53:47
498,498_4907,Old,186,4,0.67,2025-06-21 05:11:14
498,498_2717,New,202,10,0.61,2025-06-13 19:17:10
498,498_6140,New,336,6,0.88,2025-06-21 01:16:36
498,498_8591,Old,277,10,0.44,2025-06-09 04:36:28
499,499_4261,Old,220,5,0.67,2025-06-23 15:10:54
500,500_1224,New,179,4,0.8,2025-06-25 07:33:46
500,500_5606,New,285,11,0.62,2025-06-28 03:27:33
500,500_6984,New,210,5,0.86,2025-06-24 16:32:32
500,500_7382,New,294,7,0.72,2025-06-10 17:41:32
501,501_1160,Old,200,4,0.53,2025-06-09 06:48:44
501,501_6546,Old,221,4,0.41,2025-06-23 08:50:43
501,501_2602,Old,204,2,0.43,2025-06-07 17:32:20
502,502_2017,New,258,5,0.71,2025-06-13 03:32:24
503,503_3697,Old,273,4,0.53,2025-06-14 22:49:06
504,504_6607,Old,230,6,0.6,2025-06-18 10:48:30
504,504_8423,Old,274,4,0.63,2025-06-22 02:04:42
504,504_7978,Old,229,4,0.58,2025-06-12 11:08:01
504,504_3380,Old,342,5,0.48,2025-06-10 08:53:44
505,505_7061,New,277,7,0.64,2025-06-14 03:53:50
505,505_1845,Old,167,1,0.51,2025-06-25 07:04:32
505,505_6668,New,300,9,0.82,2025-06-06 20:50:48
506,506_5033,Old,238,4,0.69,2025-06-13 05:17:25
507,507_3806,Old,154,3,0.45,2025-06-26 07:32:15
507,507_3322,New,281,4,0.67,2025-06-07 17:51:13
507,507_4896,New,111,4,0.61,2025-06-25 14:04:37
507,507_4742,Old,285,4,0.66,2025-06-29 23:47:50
508,508_7975,New,236,7,0.61,2025-06-16 22:18:06
508,508_4959,Old,243,5,0.53,2025-06-14 03:48:53
508,508_3116,New,195,6,0.84,2025-06-21 17:15:13
509,509_5275,Old,133,7,0.6,2025-06-16 23:03:36
509,509_6764,New,303,4,0.72,2025-06-10 17:43:52
509,509_8699,New,254,5,0.78,2025-06-03 00:51:38
509,509_4178,Old,229,11,0.67,2025-06-11 23:39:20
510,510_3733,New,175,6,0.9,2025-06-05 15:51:59
510,510_2167,Old,214,1,0.65,2025-06-03 15:31:20
511,511_3720,New,336,6,0.89,2025-06-14 15:08:00
512,512_3558,New,283,5,0.73,2025-06-02 11:15:46
512,512_3923,New,177,1,0.85,2025-06-23 12:11:27
513,513_9294,New,221,2,0.75,2025-06-07 03:57:30
513,513_4689,New,261,9,0.82,2025-06-12 10:06:22
513,513_4309,Old,240,4,0.6,2025-06-19 13:53:19
514,514_7793,New,235,5,0.67,2025-06-19 13:03:42
514,514_5939,Old,245,7,0.64,2025-06-22 09:51:12
515,515_4477,New,271,6,0.82,2025-06-27 01:04:53
515,515_1201,New,248,1,0.7,2025-06-21 21:25:09
516,516_2571,Old,151,6,0.66,2025-06-06 21:19:59
516,516_7959,New,199,6,0.81,2025-06-14 17:14:46
516,516_4437,New,355,5,0.66,2025-06-20 10:21:41
517,517_7409,New,299,4,0.8,2025-06-08 14:19:54
517,517_8683,Old,197,7,0.63,2025-06-20 18:41:01
517,517_8717,Old,277,5,0.58,2025-06-12 11:08:29
517,517_9113,Old,193,8,0.49,2025-06-25 16:24:47
518,518_5780,Old,170,5,0.59,2025-06-21 22:50:45
518,518_8051,New,283,3,0.81,2025-06-17 11:59:50
519,519_4288,Old,236,1,0.7,2025-06-15 17:42:02
519,519_7466,New,200,7,0.68,2025-06-21 00:44:26
519,519_1803,New,266,4,0.82,2025-06-05 14:51:53
519,519_1264,New,215,7,0.82,2025-06-09 20:11:28
520,520_9140,Old,260,4,0.46,2025-06-05 19:31:54
520,520_9662,New,245,6,0.75,2025-06-27 04:29:29
521,521_5753,New,268,7,0.78,2025-06-10 04:54:28
521,521_2409,Old,169,5,0.43,2025-06-03 23:08:18
521,521_7063,Old,210,9,0.56,2025-06-18 14:23:30
521,521_5809,Old,278,7,0.53,2025-06-10 05:32:25
522,522_2208,New,247,4,0.85,2025-06-22 15:19:19
522,522_5118,Old,266,6,0.41,2025-06-23 02:47:59
522,522_1132,New,251,6,0.69,2025-06-01 05:06:02
523,523_9706,Old,295,4,0.58,2025-06-22 03:35:19
523,523_9058,Old,173,8,0.4,2025-06-09 05:46:40
524,524_2574,New,233,8,0.76,2025-06-16 22:01:34
524,524_1744,Old,180,2,0.46,2025-06-21 15:10:48
524,524_5357,Old,256,2,0.58,2025-06-19 15:50:26
525,525_6847,Old,217,7,0.66,2025-06-08 14:16:16
525,525_5166,New,228,6,0.61,2025-06-15 03:55:56
526,526_3781,New,265,6,0.73,2025-06-04 11:57:19
526,526_5674,New,286,2,0.63,2025-06-19 04:30:39
526,526_7589,New,313,2,0.79,2025-06-10 01:58:09
527,527_8315,Old,211,7,0.6,2025-06-22 03:36:54
527,527_9073,Old,207,6,0.54,2025-06-07 13:55:05
527,527_7841,New,290,8,0.81,2025-06-27 16:43:31
528,528_7037,New,188,9,0.71,2025-06-27 01:38:37
528,528_6867,New,341,5,0.87,2025-06-27 04:15:50
529,529_5314,Old,244,6,0.58,2025-06-17 20:47:02
529,529_1637,New,250,5,0.86,2025-06-11 01:35:42
